y4_hhid,hh_a06,hh_a13,y4_rural,domain,strataid,clusterid,wardtype,clustertype,y4_weights,occ,hh_a01_1,hh_a01_2,hh_a02_1,hh_a02_2,hh_a03_1,hh_a03_2,hh_a03_3a,hh_a03_3b,hh_a04_1,hh_a04_2,hh_a05,hh_a07_1,hh_a07_2,hh_a08,hh_a09,hh_a10,hh_a11,hh_a12_2,hh_a12_1,hh_a14,hh_a15,hh_a16,hh_a17_1,hh_a17_2,hh_a18,hh_a18_1,hh_a18_2,hh_a18_3,hh_a19,hh_a20,hh_a21,hh_a21_1,hh_a21_2,hh_a21_3,hh_a22,hh_a23,hh_a24,hh_a24_1,hh_a24_2,hh_a24_3,hh_a25,hh_a26,hh_a26_1,hh_a26_2,hh_a26_3,hh_a27
0232-001,232,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7124001,,,8973.4141,1,DAR ES SALAAM,DAR ES SALAAM,1,KINONDONI,242,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0983-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,61,5,54,20053,26,NOVEMBER,2014,**CONFIDENTIAL**,6,20058,1,DECEMBER,2014,**CONFIDENTIAL**,60,20059,2,DECEMBER,2014,101,26052015,26,MAY,2015,YES
0233-001,233,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7124001,,,5907.7549,1,DAR ES SALAAM,DAR ES SALAAM,1,KINONDONI,242,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0984-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,62,4,46,20053,26,NOVEMBER,2014,**CONFIDENTIAL**,6,20068,11,DECEMBER,2014,**CONFIDENTIAL**,60,20068,11,DECEMBER,2014,101,27052015,27,MAY,2015,YES
0234-001,234,1,URBAN,MAINLAND OTHER URBAN,ARUSHA - RURAL,7124001,,,3695.8027,1,PWANI,PWANI,2,KIBAHA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,N/A,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,63,6,0,20474,21,JANUARY,2016,**CONFIDENTIAL**,4,20474,21,JANUARY,2016,**CONFIDENTIAL**,20,20479,26,JANUARY,2016,,,,,,YES
0235-001,235,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7124001,,,5865.5171,1,DAR ES SALAAM,DAR ES SALAAM,1,KINONDONI,242,**CONFIDENTIAL**,0,**CONFIDENTIAL**,97,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0986-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,61,4,35,20056,29,NOVEMBER,2014,**CONFIDENTIAL**,6,20058,1,DECEMBER,2014,**CONFIDENTIAL**,60,20059,2,DECEMBER,2014,101,26052015,26,MAY,2015,YES
0235-003,235,3,RURAL,MAINLAND RURAL,ARUSHA - RURAL,7124001,,,5467.686,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0986-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,3,YES,**CONFIDENTIAL**,42,6,23,20159,12,MARCH,2015,**CONFIDENTIAL**,4,20159,12,MARCH,2015,**CONFIDENTIAL**,40,20159,12,MARCH,2015,,,,,,YES
0236-001,236,1,RURAL,MAINLAND RURAL,ARUSHA - RURAL,7124001,,,4784.7925,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,101,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0987-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,43,1,32,20161,14,MARCH,2015,**CONFIDENTIAL**,4,20161,14,MARCH,2015,**CONFIDENTIAL**,40,20162,15,MARCH,2015,,,,,,NO
0236-005,236,5,URBAN,MAINLAND OTHER URBAN,ARUSHA - RURAL,7124001,,,3351.4377,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,101,**CONFIDENTIAL**,0,**CONFIDENTIAL**,234,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0987-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,5,YES,**CONFIDENTIAL**,45,4,16,20161,14,MARCH,2015,**CONFIDENTIAL**,4,20161,14,MARCH,2015,**CONFIDENTIAL**,40,20162,15,MARCH,2015,,,,,,NO
0237-001,237,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7124001,,,4414.9956,1,DAR ES SALAAM,DAR ES SALAAM,1,KINONDONI,242,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,0988-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,65,4,20,20054,27,NOVEMBER,2014,**CONFIDENTIAL**,6,20079,22,DECEMBER,2014,**CONFIDENTIAL**,60,20080,23,DECEMBER,2014,101,27052015,27,MAY,2015,YES
0238-001,238,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7209001,,,13977.849,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,92,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1049-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,62,3,33,20263,24,JUNE,2015,**CONFIDENTIAL**,6,20270,1,JULY,2015,**CONFIDENTIAL**,60,20274,5,JULY,2015,105,19122015,19,DECEMBER,2015,YES
0239-001,239,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7209001,,,2225.3982,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,92,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1050-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,64,4,15,20263,24,JUNE,2015,**CONFIDENTIAL**,6,20270,1,JULY,2015,**CONFIDENTIAL**,60,20273,4,JULY,2015,105,18122015,18,DECEMBER,2015,YES
0239-106,239,106,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7209001,,,2225.3982,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1050-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,106,YES,**CONFIDENTIAL**,63,4,5,20271,2,JULY,2015,**CONFIDENTIAL**,6,20271,2,JULY,2015,**CONFIDENTIAL**,60,20274,5,JULY,2015,105,19122015,19,DECEMBER,2015,YES
0240-001,240,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7209001,,,7262.2393,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,9,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1050-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,66,5,42,20267,28,JUNE,2015,**CONFIDENTIAL**,6,20273,4,JULY,2015,**CONFIDENTIAL**,60,20274,5,JULY,2015,105,18012016,18,JANUARY,2016,YES
0241-001,241,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7209001,,,9933.2236,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,9,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1051-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,65,4,10,20263,24,JUNE,2015,**CONFIDENTIAL**,6,20277,8,JULY,2015,**CONFIDENTIAL**,60,20278,9,JULY,2015,105,18012016,18,JANUARY,2016,YES
0242-001,242,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7209001,,,11231.416,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,9,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1052-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,65,4,10,20264,25,JUNE,2015,**CONFIDENTIAL**,6,20345,14,SEPTEMBER,2015,**CONFIDENTIAL**,60,20347,16,SEPTEMBER,2015,105,18012016,18,JANUARY,2016,YES
0243-001,243,1,URBAN,MAINLAND OTHER URBAN,ARUSHA - RURAL,7209001,,,11013.616,1,MARA,MARA,1,TARIME,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1053-001,ORIGINAL HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,71,5,17,20474,21,JANUARY,2016,**CONFIDENTIAL**,7,20475,22,JANUARY,2016,**CONFIDENTIAL**,10,20475,22,JANUARY,2016,,,,,,YES
0244-001,244,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7209001,,,7271.915,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,9,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1054-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,66,4,28,20263,24,JUNE,2015,**CONFIDENTIAL**,6,20273,4,JULY,2015,**CONFIDENTIAL**,60,20274,5,JULY,2015,105,21122015,21,DECEMBER,2015,YES
0245-001,245,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7209001,,,14524.479,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,12,**CONFIDENTIAL**,0,**CONFIDENTIAL**,89,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1055-004,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,65,6,30,20267,28,JUNE,2015,**CONFIDENTIAL**,6,20271,2,JULY,2015,**CONFIDENTIAL**,60,20274,5,JULY,2015,105,21122015,21,DECEMBER,2015,YES
0247-001,247,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7209001,,,1626.5201,1,DAR ES SALAAM,DAR ES SALAAM,1,KINONDONI,133,**CONFIDENTIAL**,0,**CONFIDENTIAL**,13,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1056-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,5,40,20160,13,MARCH,2015,**CONFIDENTIAL**,1,20160,13,MARCH,2015,**CONFIDENTIAL**,10,20161,14,MARCH,2015,,,,,,YES
0249-001,249,1,RURAL,MAINLAND RURAL,ARUSHA - RURAL,7209001,,,7626.2261,1,KILIMANJARO,KILIMANJARO,1,ROMBO,161,**CONFIDENTIAL**,0,**CONFIDENTIAL**,51,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1057-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,11,3,1,20070,13,DECEMBER,2014,**CONFIDENTIAL**,1,20071,14,DECEMBER,2014,**CONFIDENTIAL**,10,20074,17,DECEMBER,2014,,,,,,YES
0249-003,249,3,URBAN,MAINLAND OTHER URBAN,ARUSHA - RURAL,7209001,,,3086.6174,1,KILIMANJARO,KILIMANJARO,6,MOSHI MJINI,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1057-002,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,3,YES,**CONFIDENTIAL**,15,8,52,20073,16,DECEMBER,2014,**CONFIDENTIAL**,1,20074,17,DECEMBER,2014,**CONFIDENTIAL**,10,20076,19,DECEMBER,2014,,,,,,YES
0251-001,251,1,URBAN,MAINLAND OTHER URBAN,ARUSHA - RURAL,7210074,,,16553.018,1,DODOMA,DODOMA,5,DODOMA MJINI,12,**CONFIDENTIAL**,0,**CONFIDENTIAL**,8,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1077-109,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,23,5,9,20113,25,JANUARY,2015,**CONFIDENTIAL**,2,20122,3,FEBRUARY,2015,**CONFIDENTIAL**,20,20122,3,FEBRUARY,2015,,,,,,YES
0252-001,252,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7210074,,,11129.631,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,102,**CONFIDENTIAL**,0,**CONFIDENTIAL**,62,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1078-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,61,9,56,20031,4,NOVEMBER,2014,**CONFIDENTIAL**,6,20039,12,NOVEMBER,2014,**CONFIDENTIAL**,60,20041,14,NOVEMBER,2014,106,25062015,25,JUNE,2015,YES
0253-001,253,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7210074,,,6889.3799,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1079-001,ORIGINAL HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,66,5,56,20032,5,NOVEMBER,2014,**CONFIDENTIAL**,6,20039,12,NOVEMBER,2014,**CONFIDENTIAL**,60,20041,14,NOVEMBER,2014,106,25062015,25,JUNE,2015,YES
0254-001,254,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7210074,,,11699.829,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,102,**CONFIDENTIAL**,0,**CONFIDENTIAL**,38,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1080-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,63,3,5,20033,6,NOVEMBER,2014,**CONFIDENTIAL**,6,20034,7,NOVEMBER,2014,**CONFIDENTIAL**,60,20036,9,NOVEMBER,2014,106,24062015,24,JUNE,2015,YES
0255-001,255,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7210074,,,9076.6924,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,12,**CONFIDENTIAL**,0,**CONFIDENTIAL**,171,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1081-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,64,8,39,20031,4,NOVEMBER,2014,**CONFIDENTIAL**,6,20034,7,NOVEMBER,2014,**CONFIDENTIAL**,60,20036,9,NOVEMBER,2014,106,23062015,23,JUNE,2015,YES
0257-001,257,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7210074,,,3142.6353,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1082-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,65,7,5,20031,4,NOVEMBER,2014,**CONFIDENTIAL**,6,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,60,20041,14,NOVEMBER,2014,106,24062015,24,JUNE,2015,YES
0259-001,259,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7310003,,,2747.134,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,102,**CONFIDENTIAL**,0,**CONFIDENTIAL**,3,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1138-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,63,4,20,20269,30,JUNE,2015,**CONFIDENTIAL**,6,20307,7,AUGUST,2015,**CONFIDENTIAL**,60,20308,8,AUGUST,2015,105,18122015,18,DECEMBER,2015,YES
0259-004,259,4,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7310003,,,2939.8887,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,102,**CONFIDENTIAL**,0,**CONFIDENTIAL**,3,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1138-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,4,YES,**CONFIDENTIAL**,65,8,45,20269,30,JUNE,2015,**CONFIDENTIAL**,6,20275,6,JULY,2015,**CONFIDENTIAL**,60,20276,7,JULY,2015,105,17122015,17,DECEMBER,2015,YES
0260-001,260,1,RURAL,MAINLAND RURAL,ARUSHA - RURAL,7310003,,,62956.184,1,PWANI,PWANI,4,MKURANGA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1139-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,64,7,1,20269,30,JUNE,2015,**CONFIDENTIAL**,6,20273,4,JULY,2015,**CONFIDENTIAL**,60,20274,5,JULY,2015,105,17122015,17,DECEMBER,2015,YES
0261-001,261,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7310003,,,7160.3511,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,102,**CONFIDENTIAL**,0,**CONFIDENTIAL**,3,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1141-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,66,4,41,20242,3,JUNE,2015,**CONFIDENTIAL**,6,20273,4,JULY,2015,**CONFIDENTIAL**,60,20274,5,JULY,2015,105,16122015,16,DECEMBER,2015,YES
0262-001,262,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7310003,,,10456.271,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,102,**CONFIDENTIAL**,0,**CONFIDENTIAL**,3,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1142-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,62,4,51,20268,29,JUNE,2015,**CONFIDENTIAL**,6,20275,6,JULY,2015,**CONFIDENTIAL**,60,20276,7,JULY,2015,105,17122015,17,DECEMBER,2015,YES
0263-001,263,1,URBAN,MAINLAND OTHER URBAN,ARUSHA - RURAL,7310003,,,2544.9602,1,PWANI,PWANI,4,MKURANGA,12,**CONFIDENTIAL**,0,**CONFIDENTIAL**,28,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1142-006,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,11,7,57,20155,8,MARCH,2015,**CONFIDENTIAL**,1,20155,8,MARCH,2015,**CONFIDENTIAL**,10,20156,9,MARCH,2015,,,,,,YES
0264-001,264,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7310003,,,5552.6133,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,83,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1143-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,63,4,30,20269,30,JUNE,2015,**CONFIDENTIAL**,6,20307,7,AUGUST,2015,**CONFIDENTIAL**,60,20309,9,AUGUST,2015,105,19122015,19,DECEMBER,2015,YES
0265-001,265,1,URBAN,MAINLAND OTHER URBAN,ARUSHA - RURAL,7317120,,,2332.6279,1,MOROGORO,MOROGORO,5,MOROGORO MJINI,102,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1177-104,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,75,4,25,20171,24,MARCH,2015,**CONFIDENTIAL**,7,20171,24,MARCH,2015,**CONFIDENTIAL**,70,20171,24,MARCH,2015,,,,,,YES
0266-001,266,1,URBAN,MAINLAND OTHER URBAN,ARUSHA - RURAL,7317120,,,2186.0972,1,PWANI,PWANI,5,RUFIJI,43,**CONFIDENTIAL**,0,**CONFIDENTIAL**,306,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1177-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,1,15,20157,10,MARCH,2015,**CONFIDENTIAL**,1,20157,10,MARCH,2015,**CONFIDENTIAL**,10,20157,10,MARCH,2015,,,,,,YES
0267-001,267,1,RURAL,MAINLAND RURAL,ARUSHA - RURAL,7317120,,,23046.225,1,PWANI,PWANI,4,MKURANGA,113,**CONFIDENTIAL**,0,**CONFIDENTIAL**,25,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1178-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,13,3,49,20156,9,MARCH,2015,**CONFIDENTIAL**,1,20156,9,MARCH,2015,**CONFIDENTIAL**,10,20157,10,MARCH,2015,,,,,,YES
0267-104,267,104,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7317120,,,2238.7434,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1178-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,104,YES,**CONFIDENTIAL**,10,6,45,20335,4,SEPTEMBER,2015,**CONFIDENTIAL**,5,20336,5,SEPTEMBER,2015,**CONFIDENTIAL**,10,20336,5,SEPTEMBER,2015,,,,,,YES
0268-001,268,1,URBAN,MAINLAND OTHER URBAN,ARUSHA - RURAL,7317120,,,2165.7063,1,PWANI,PWANI,5,RUFIJI,93,**CONFIDENTIAL**,0,**CONFIDENTIAL**,308,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1179-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,15,9,9,20156,9,MARCH,2015,**CONFIDENTIAL**,1,20156,9,MARCH,2015,**CONFIDENTIAL**,10,20157,10,MARCH,2015,,,,,,YES
0269-001,269,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7317120,,,14407.477,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,212,**CONFIDENTIAL**,0,**CONFIDENTIAL**,75,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1181-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,63,5,6,20037,10,NOVEMBER,2014,**CONFIDENTIAL**,6,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,60,20041,14,NOVEMBER,2014,103,4022016,4,FEBRUARY,2016,YES
0270-002,270,2,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7317120,,,5528.021,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,172,**CONFIDENTIAL**,0,**CONFIDENTIAL**,120,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1182-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,66,4,50,20037,10,NOVEMBER,2014,**CONFIDENTIAL**,6,20048,21,NOVEMBER,2014,**CONFIDENTIAL**,60,20048,21,NOVEMBER,2014,103,5022016,5,FEBRUARY,2016,YES
0271-001,271,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7317120,,,3628.1343,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,222,**CONFIDENTIAL**,0,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1183-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,62,8,4,20043,16,NOVEMBER,2014,**CONFIDENTIAL**,6,20053,26,NOVEMBER,2014,**CONFIDENTIAL**,60,20054,27,NOVEMBER,2014,103,5022016,5,FEBRUARY,2016,YES
0271-002,271,2,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7317120,,,3968.447,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1183-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,2,YES,**CONFIDENTIAL**,62,5,16,20054,27,NOVEMBER,2014,**CONFIDENTIAL**,6,20058,1,DECEMBER,2014,**CONFIDENTIAL**,60,20058,1,DECEMBER,2014,103,8022016,8,FEBRUARY,2016,YES
0272-001,272,1,URBAN,DAR ES SALAAM,ARUSHA - RURAL,7321077,,,15422.459,1,DAR ES SALAAM,DAR ES SALAAM,3,TEMEKE,212,**CONFIDENTIAL**,0,**CONFIDENTIAL**,78,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1245-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,62,4,1,20194,16,APRIL,2015,**CONFIDENTIAL**,6,20198,20,APRIL,2015,**CONFIDENTIAL**,60,20199,21,APRIL,2015,107,7122015,7,DECEMBER,2015,YES
