"vague","grappe","menage","s09bq01","s09bq02","s09bq03"
1,81,4,207,1,50
1,81,4,203,1,1000
2,86,1,211,1,3500
2,86,1,207,1,100
2,86,1,210,1,2000
2,86,1,203,1,300
1,150,10,203,1,200
2,433,2,207,1,25
2,433,2,205,1,2000
1,543,5,209,1,5000
1,543,5,211,1,9000
1,204,7,210,1,4500
1,204,7,207,1,75
1,204,7,211,1,100
2,530,1,210,1,3500
2,530,1,203,1,3000
2,530,1,204,1,1500
2,530,1,209,1,3500
2,530,1,207,1,50
2,530,1,201,1,7000
2,530,1,206,1,250
1,239,8,205,1,2500
1,239,8,207,1,50
1,239,8,212,1,1000
2,196,3,207,1,25
2,196,3,205,1,5000
2,196,3,204,1,300
2,480,2,212,1,2000
2,480,2,211,1,10000
2,480,2,210,1,2500
2,480,2,204,1,3000
2,542,2,210,1,1000
1,122,6,211,1,700
1,122,6,206,1,500
1,122,6,207,1,50
1,122,6,203,1,500
1,81,12,203,1,200
1,81,12,211,1,700
1,147,2,209,1,7000
1,147,2,204,1,500
1,147,2,207,1,50
1,147,2,215,1,600
1,455,10,205,1,2500
1,455,10,201,1,1500
1,455,10,207,1,50
2,280,2,212,1,800
2,280,2,207,1,25
2,280,2,217,1,500
2,338,1,201,1,700
2,338,1,203,1,700
2,338,1,205,1,7000
2,338,1,211,1,1200
2,338,1,215,1,1400
2,338,1,207,1,150
2,338,1,217,1,300
2,579,2,209,1,2000
2,579,2,203,1,2000
2,579,2,208,1,5000
2,579,2,207,1,100
2,579,2,201,1,2000
1,35,7,211,1,800
1,35,7,207,1,25
2,172,2,215,1,500
2,172,2,217,1,200
2,172,2,205,1,800
2,172,2,207,1,100
1,569,11,212,1,600
1,569,11,203,1,5000
1,569,11,216,1,700
1,569,11,217,1,1200
2,48,1,203,1,3500
2,48,1,211,1,2650
1,463,10,207,1,25
1,463,10,217,1,100
1,463,10,204,1,1400
1,70,3,211,1,400
1,70,3,206,1,300
2,240,2,205,1,3000
1,278,10,207,1,100
1,278,10,203,1,750
1,278,10,204,1,600
2,475,2,205,1,2500
2,475,2,207,1,50
2,332,1,207,1,50
1,210,10,207,1,25
1,210,10,208,1,20000
2,248,1,206,1,150
2,248,1,207,1,100
2,248,1,212,1,2000
2,248,1,205,1,1500
1,419,12,217,1,500
1,419,12,207,1,50
1,419,12,205,1,2500
1,455,3,203,1,1400
1,455,3,210,1,1000
1,455,3,207,1,2100
1,455,3,206,1,4200
1,455,3,205,1,8000
1,455,3,201,1,1400
2,494,1,212,1,4200
1,525,2,205,1,800
2,352,1,207,1,50
2,352,1,204,1,1500
1,230,2,207,1,100
1,230,2,217,1,700
1,230,2,204,1,3000
2,475,3,207,1,100
2,475,3,205,1,2000
1,503,1,205,1,2100
1,503,1,207,1,50
1,503,1,217,1,1400
1,390,7,205,1,1000
1,390,7,207,1,75
1,307,2,212,1,700
1,307,2,203,1,1500
1,307,2,217,1,800
1,307,2,207,1,25
1,307,2,210,1,1500
2,32,1,210,1,5000
2,32,1,207,1,25
2,32,1,209,1,3000
2,32,1,206,1,100
2,32,1,203,1,500
2,482,2,207,1,50
2,482,2,204,1,500
1,465,1,205,1,250
1,465,1,207,1,100
1,465,1,204,1,500
1,269,3,207,1,50
1,269,3,216,1,300
1,269,3,209,1,21000
1,269,3,211,1,600
1,301,8,203,1,500
1,301,8,207,1,50
1,101,12,207,1,50
1,101,12,203,1,1200
1,167,3,210,1,1500
1,167,3,207,1,50
1,167,3,203,1,2000
1,167,3,204,1,1000
1,152,10,206,1,100
1,152,10,207,1,50
1,255,12,210,1,1000
1,255,12,203,1,100
1,255,12,212,1,2500
2,482,3,207,1,50
2,482,3,217,1,300
2,562,1,205,1,3500
2,562,1,209,1,35000
2,562,1,207,1,75
2,444,1,205,1,2000
2,444,1,207,1,100
2,444,1,209,1,4500
1,430,12,205,1,6000
2,484,1,207,1,50
2,484,1,203,1,2500
2,484,1,209,1,3000
1,442,6,212,1,2000
1,442,6,208,1,9500
1,442,6,207,1,100
1,442,6,205,1,4000
1,165,11,210,1,1500
1,165,11,207,1,100
1,165,11,204,1,600
1,527,5,207,1,50
1,527,5,204,1,2000
1,116,6,207,1,50
1,116,6,203,1,2800
1,116,6,211,1,200
1,116,6,205,1,1000
2,464,2,207,1,25
2,464,2,205,1,1000
1,463,1,204,1,1400
1,463,1,207,1,100
1,466,12,204,1,1000
1,466,12,203,1,600
1,466,12,207,1,200
1,533,8,207,1,100
1,533,8,203,1,500
1,383,7,203,1,1000
1,383,7,207,1,175
1,383,7,206,1,120
1,415,5,206,1,200
1,415,5,201,1,400
1,415,5,207,1,50
1,415,5,203,1,2500
2,517,1,217,1,750
2,517,1,207,1,25
2,517,1,205,1,1500
1,520,2,207,1,100
1,520,2,205,1,500
1,455,6,206,1,250
1,455,6,207,1,250
1,455,6,205,1,3000
2,205,2,203,1,450
2,205,2,207,1,100
2,205,2,201,1,700
2,205,2,211,1,2000
2,300,2,208,1,15000
2,300,2,210,1,200
2,300,2,207,1,50
1,129,4,215,1,800
1,129,4,207,1,50
1,317,5,207,1,50
1,317,5,217,1,400
1,317,5,205,1,4000
1,317,5,210,1,1800
2,134,1,207,1,25
2,134,1,201,1,50
2,134,1,204,1,1400
2,134,1,215,1,1000
2,134,1,217,1,250
2,134,1,212,1,600
1,154,4,208,1,5000
1,154,4,207,1,250
1,154,4,201,1,1500
1,154,4,211,1,2000
1,154,4,217,1,500
1,154,4,203,1,800
2,190,2,201,1,1400
2,551,1,212,1,7000
2,231,1,211,1,2000
2,231,1,207,1,100
2,231,1,204,1,2500
1,83,7,211,1,1500
1,83,7,210,1,4000
1,83,7,217,1,250
2,304,3,207,1,25
2,238,2,203,1,5000
2,238,2,207,1,125
2,238,2,209,1,5600
1,222,7,207,1,50
1,222,7,205,1,1000
1,271,11,207,1,75
1,271,11,205,1,700
1,271,11,217,1,540
1,271,11,201,1,175
1,392,10,207,1,50
1,392,10,205,1,1000
1,392,10,203,1,200
1,392,10,217,1,400
2,198,1,204,1,1400
1,507,12,201,1,500
1,507,12,207,1,400
1,507,12,209,1,3000
1,507,12,205,1,1100
2,225,2,203,1,2100
2,225,2,207,1,50
2,225,2,217,1,100
2,225,2,209,1,6000
2,168,2,207,1,50
2,168,2,203,1,4500
1,339,1,217,1,250
1,339,1,207,1,50
1,339,1,205,1,10500
2,100,1,207,1,50
2,100,1,206,1,200
2,100,1,210,1,1000
2,371,1,208,1,20000
2,371,1,207,1,50
1,580,7,209,1,1200
1,580,7,207,1,100
1,580,7,203,1,2000
1,580,7,201,1,1000
1,580,7,217,1,300
1,580,7,206,1,1400
1,3,8,216,1,100
1,3,8,210,1,1500
1,3,8,207,1,25
1,3,8,211,1,300
2,128,2,203,1,200
2,128,2,207,1,25
2,414,1,209,1,500
2,414,1,207,1,50
2,414,1,205,1,3200
2,344,1,217,1,150
2,344,1,208,1,4500
1,25,6,211,1,1200
1,25,6,207,1,25
1,25,6,203,1,600
2,18,1,203,1,2100
1,154,8,201,1,850
1,154,8,215,1,2800
1,154,8,203,1,2100
1,154,8,207,1,75
1,293,7,207,1,100
1,293,7,217,1,600
1,293,7,215,1,900
1,293,7,205,1,1200
1,85,1,212,1,6000
1,85,1,203,1,300
1,85,1,207,1,25
2,547,4,217,1,200
2,547,4,207,1,25
2,547,4,203,1,500
2,547,4,205,1,500
2,523,2,207,1,100
2,523,2,204,1,6000
2,4,2,209,1,7000
2,4,2,210,1,1500
2,4,2,207,1,100
2,308,2,210,1,500
2,376,2,205,1,5000
2,376,2,207,1,75
1,39,12,209,1,10000
1,535,10,207,1,100
2,566,1,203,1,2000
2,566,1,207,1,75
1,574,4,212,1,900
1,574,4,217,1,450
1,574,4,205,1,2500
2,515,1,205,1,1500
2,515,1,207,1,25
1,199,12,204,1,1400
1,199,12,207,1,50
2,8,1,203,1,1400
2,8,1,207,1,100
2,8,1,217,1,75
2,151,2,216,1,400
2,151,2,207,1,75
2,151,2,215,1,700
2,151,2,212,1,800
2,151,2,210,1,6000
2,151,2,203,1,3500
2,151,2,211,1,300
1,81,3,216,1,1200
1,81,3,210,1,1000
1,81,3,203,1,300
1,148,2,207,1,100
1,148,2,203,1,2800
2,170,2,204,1,3500
2,170,2,207,1,50
2,170,2,211,1,1400
2,170,2,210,1,14000
2,170,2,203,1,2100
2,170,2,215,1,700
2,296,2,210,1,2000
2,296,2,203,1,500
2,260,1,212,1,1000
2,260,1,211,1,1500
2,260,1,203,1,1400
2,260,1,210,1,2000
2,260,1,207,1,50
2,260,1,217,1,300
1,66,9,217,1,200
1,66,9,204,1,2000
2,236,2,207,1,25
2,64,1,205,1,500
2,64,1,203,1,1050
2,64,1,211,1,6800
1,571,12,201,1,1400
1,571,12,207,1,150
2,304,4,203,1,1400
2,304,4,207,1,100
2,304,4,210,1,7000
1,131,2,203,1,1400
1,131,2,204,1,400
1,131,2,215,1,500
1,131,2,207,1,25
1,131,2,210,1,600
1,131,2,217,1,300
1,66,3,203,1,400
1,65,11,201,1,6000
1,65,11,203,1,200
1,65,11,210,1,200
2,409,1,217,1,600
2,409,1,207,1,100
2,409,1,205,1,1500
2,590,2,203,1,2000
2,590,2,207,1,100
2,590,2,211,1,1600
1,7,8,210,1,3600
1,7,8,211,1,300
1,7,8,203,1,200
1,7,8,208,1,40000
2,403,2,207,1,75
2,403,2,203,1,1650
1,204,10,203,1,200
1,204,10,211,1,400
1,204,10,210,1,1000
1,204,10,207,1,25
2,138,2,207,1,50
2,138,2,203,1,2100
2,146,2,205,1,7000
2,146,2,215,1,2100
2,146,2,207,1,50
2,306,2,211,1,1600
2,306,2,207,1,50
2,306,2,203,1,500
2,306,2,210,1,3500
2,300,3,210,1,1600
2,300,3,207,1,50
2,300,3,217,1,100
2,300,3,203,1,700
2,300,3,211,1,600
1,289,7,207,1,50
1,289,7,205,1,2000
2,107,1,207,1,50
2,107,1,206,1,300
2,107,1,212,1,4500
1,241,7,207,1,25
2,212,1,210,1,2000
2,212,1,211,1,2000
2,212,1,207,1,25
2,570,1,205,1,7000
1,507,11,205,1,2800
1,507,11,212,1,2000
1,529,9,201,1,600
1,591,7,207,1,100
1,591,7,209,1,3200
1,591,7,201,1,700
1,591,7,204,1,2100
1,259,7,207,1,25
1,259,7,203,1,1500
1,259,7,211,1,1000
1,259,7,210,1,15000
1,226,9,212,1,2000
1,226,9,207,1,25
1,244,5,215,1,500
1,244,5,205,1,3500
1,362,5,207,1,100
1,582,3,217,1,1200
1,582,3,203,1,2000
1,582,3,212,1,1000
1,582,3,207,1,25
1,582,3,209,1,10000
2,422,2,207,1,75
2,422,2,211,1,600
2,422,2,204,1,700
1,455,8,205,1,2500
1,455,8,209,1,1000
1,455,8,207,1,50
1,455,8,206,1,100
1,455,8,217,1,1500
1,455,8,210,1,1000
1,218,2,205,1,2500
1,218,2,209,1,5000
2,174,2,205,1,1400
2,174,2,207,1,100
2,439,1,203,1,2800
2,439,1,201,1,1000
2,439,1,207,1,150
1,552,5,207,1,100
1,552,5,210,1,500
1,552,5,205,1,1000
1,552,5,212,1,1000
1,552,5,209,1,3000
2,219,1,204,1,3500
2,219,1,217,1,1000
2,367,2,207,1,50
2,367,2,203,1,1400
2,367,2,210,1,1000
1,244,11,205,1,500
1,244,11,209,1,9000
1,244,11,207,1,25
2,190,3,205,1,1400
2,418,1,207,1,25
2,588,3,207,1,100
2,588,3,201,1,1400
2,476,1,212,1,1600
2,476,1,204,1,1000
2,401,1,217,1,300
2,401,1,212,1,1400
2,542,3,203,1,1400
2,542,3,217,1,300
2,542,3,210,1,1500
2,542,3,207,1,50
1,263,7,207,1,100
1,263,7,203,1,3500
1,263,7,211,1,2000
1,263,7,217,1,300
1,263,7,210,1,1500
1,263,7,216,1,1400
2,414,2,217,1,500
2,414,2,215,1,1500
2,414,2,207,1,50
2,310,1,210,1,4000
2,310,1,205,1,2000
2,310,1,204,1,2000
2,310,1,207,1,100
1,9,6,203,1,700
1,9,6,207,1,25
2,384,2,211,1,600
2,384,2,217,1,200
2,384,2,207,1,50
1,247,4,206,1,9100
1,247,4,201,1,2800
1,247,4,205,1,2100
1,247,4,210,1,3000
1,501,10,207,1,25
1,501,10,217,1,400
1,501,10,205,1,1400
2,258,2,210,1,1400
2,258,2,207,1,25
2,258,2,211,1,600
2,258,2,203,1,1400
2,4,3,201,1,400
2,4,3,209,1,6000
2,4,3,210,1,2000
2,4,3,203,1,3500
1,244,7,201,1,1050
1,244,7,205,1,3000
1,244,7,217,1,700
2,155,2,217,1,225
2,155,2,203,1,2100
1,145,11,207,1,100
1,145,11,201,1,350
1,202,2,210,1,2100
1,202,2,211,1,1400
1,202,2,207,1,75
1,202,2,203,1,3500
2,32,2,210,1,5000
2,32,2,203,1,1500
2,196,4,204,1,2000
2,196,4,215,1,1500
2,196,4,207,1,50
2,196,4,217,1,100
1,226,6,206,1,100
1,226,6,203,1,3000
2,201,2,203,1,2500
2,201,2,207,1,50
2,201,2,211,1,600
2,291,1,217,1,500
2,291,1,205,1,3000
2,291,1,207,1,75
2,291,1,203,1,800
1,571,2,201,1,2800
1,571,2,207,1,100
1,571,2,209,1,13600
2,352,2,204,1,2000
2,352,2,212,1,5000
2,352,2,207,1,50
1,150,1,207,1,25
1,150,1,203,1,2100
1,150,1,209,1,2000
2,568,1,207,1,50
2,568,1,212,1,1300
2,568,1,217,1,50
2,568,1,214,1,400
2,568,1,202,1,200
2,192,3,207,1,25
2,433,3,204,1,2500
2,433,3,206,1,700
2,433,3,211,1,3000
2,433,3,207,1,25
2,412,2,207,1,25
2,308,3,205,1,750
2,308,3,210,1,500
2,308,4,205,1,500
2,308,4,201,1,150
2,308,4,207,1,50
1,565,2,204,1,4000
1,565,2,207,1,100
2,227,1,208,1,6000
2,227,1,203,1,2000
1,440,11,204,1,1000
1,440,11,209,1,4000
1,440,11,207,1,50
1,301,2,203,1,2100
1,301,2,210,1,5000
1,301,2,216,1,1400
1,301,2,207,1,75
1,301,2,211,1,3000
1,301,2,217,1,300
1,251,10,207,1,400
1,251,10,206,1,2800
1,251,10,209,1,2000
1,251,10,210,1,1500
1,251,10,205,1,2100
1,251,10,211,1,1000
1,251,10,212,1,2500
1,251,10,217,1,1000
1,251,10,203,1,1000
2,464,3,204,1,1400
2,464,3,207,1,500
1,383,11,215,1,200
1,383,11,207,1,50
1,383,11,203,1,250
2,44,1,203,1,700
2,44,1,211,1,20000
2,44,1,207,1,100
1,584,7,210,1,3000
1,584,7,207,1,25
1,584,7,203,1,700
1,584,7,206,1,50
1,584,7,211,1,10000
1,578,1,207,1,50
1,578,1,217,1,400
1,578,1,201,1,1400
1,578,1,203,1,2100
2,221,1,216,1,700
2,221,1,209,1,4000
2,221,1,207,1,50
2,221,1,203,1,2500
2,221,1,217,1,700
1,74,3,211,1,800
1,74,3,207,1,50
2,86,2,211,1,4200
2,86,2,203,1,2800
2,86,2,217,1,700
2,86,2,207,1,75
2,530,2,203,1,2100
2,530,2,207,1,100
2,570,2,205,1,2000
2,570,2,207,1,50
1,285,11,205,1,3500
1,285,11,207,1,75
1,29,11,208,1,6095
2,22,1,203,1,4200
2,22,1,216,1,900
2,22,1,211,1,1500
2,22,1,207,1,125
2,517,2,205,1,1500
2,198,2,207,1,25
2,198,2,204,1,1000
2,198,2,217,1,200
1,120,10,207,1,250
1,120,10,204,1,2000
2,94,2,207,1,25
2,291,2,210,1,2000
2,291,2,207,1,75
2,291,2,217,1,500
2,291,2,203,1,1400
2,291,2,204,1,3000
2,270,2,217,1,1200
2,270,2,207,1,50
2,270,2,212,1,400
2,270,2,203,1,500
1,335,11,205,1,3500
1,335,11,203,1,1750
1,335,11,212,1,1700
1,335,11,210,1,5000
1,335,11,207,1,50
2,570,3,205,1,1000
2,570,3,207,1,100
1,239,7,209,1,4000
1,239,7,207,1,25
1,239,7,205,1,3000
2,376,3,207,1,25
2,376,3,205,1,4200
2,76,1,207,1,25
2,76,1,203,1,500
2,492,2,203,1,500
2,575,2,209,1,5000
2,575,2,205,1,2000
1,453,1,201,1,200
1,453,1,205,1,1500
1,173,3,207,1,50
1,173,3,217,1,300
1,173,3,203,1,5000
1,173,3,204,1,1400
2,441,3,212,1,3500
2,441,3,205,1,3000
2,441,3,201,1,2500
2,441,3,207,1,150
1,182,6,205,1,10500
1,182,6,207,1,100
1,182,6,209,1,7000
1,74,8,206,1,2800
1,74,8,207,1,500
1,31,1,203,1,1200
1,31,1,211,1,2000
1,31,1,207,1,25
2,128,3,211,1,2000
2,54,1,211,1,2100
2,54,1,203,1,2800
2,54,1,207,1,200
2,187,3,204,1,2500
2,187,3,207,1,50
2,187,3,201,1,100
1,159,8,203,1,1400
1,159,8,211,1,9700
1,159,8,207,1,50
1,159,8,204,1,4900
2,298,2,207,1,50
2,298,2,203,1,1400
2,75,1,210,1,6000
2,75,1,207,1,75
2,75,1,203,1,1750
1,548,5,207,1,100
1,548,5,209,1,3000
1,548,5,205,1,750
2,393,2,207,1,25
2,393,2,201,1,350
2,393,2,217,1,300
2,393,2,203,1,700
2,393,2,206,1,2100
2,393,2,205,1,3000
1,355,3,209,1,6000
1,355,3,201,1,1500
1,355,3,205,1,3600
1,103,3,205,1,1500
2,395,1,203,1,1000
2,395,1,217,1,1400
2,395,1,207,1,25
1,529,5,207,1,100
1,529,5,203,1,1250
2,515,2,207,1,50
2,515,2,205,1,1500
2,515,2,209,1,1000
2,515,2,217,1,350
2,482,4,207,1,100
1,265,9,206,1,50
1,265,9,210,1,5000
1,265,9,212,1,2000
2,151,3,217,1,50
2,151,3,207,1,125
2,540,1,209,1,3000
2,540,1,210,1,500
2,176,2,203,1,1400
2,176,2,204,1,1750
1,235,6,205,1,3500
1,235,6,206,1,100
1,235,6,207,1,25
2,94,3,205,1,500
2,94,3,207,1,25
2,94,3,209,1,1000
2,296,3,211,1,1400
2,296,3,207,1,50
2,296,3,203,1,1200
2,296,3,210,1,1400
2,156,2,205,1,2100
2,156,2,217,1,100
1,339,11,205,1,2500
1,339,11,207,1,50
1,576,7,217,1,3000
1,576,7,201,1,4900
1,576,7,207,1,25
1,5,11,203,1,2500
1,5,11,207,1,25
1,5,11,210,1,5000
1,5,11,216,1,100
1,5,11,211,1,6000
2,553,3,207,1,25
2,553,3,205,1,3000
2,268,1,212,1,1800
2,268,1,207,1,25
2,268,1,203,1,750
2,82,2,203,1,2800
2,82,2,210,1,2000
2,82,2,207,1,75
2,82,2,216,1,1500
2,82,2,211,1,1500
2,594,2,205,1,1500
2,594,2,207,1,50
2,594,2,206,1,500
1,449,1,217,1,225
1,449,1,206,1,400
1,449,1,204,1,1500
1,449,1,205,1,1500
1,379,9,212,1,1000
1,379,9,207,1,25
1,379,9,205,1,3500
1,143,11,204,1,1400
1,143,11,207,1,25
1,143,11,203,1,700
2,556,3,205,1,1000
2,556,3,207,1,25
1,297,12,207,1,100
1,297,12,210,1,2500
1,297,12,203,1,950
2,504,3,205,1,2500
2,504,3,217,1,50
2,504,3,207,1,25
1,406,7,203,1,2800
1,406,7,212,1,10000
1,406,7,207,1,50
1,122,4,206,1,150
1,122,4,212,1,1200
1,122,4,207,1,75
1,122,4,211,1,1000
2,318,1,203,1,2100
2,318,1,206,1,100
2,318,1,205,1,300
1,95,10,207,1,25
1,95,10,203,1,1400
1,289,11,207,1,25
1,289,11,205,1,3500
1,289,11,203,1,700
2,555,1,217,1,500
2,555,1,207,1,25
2,555,1,205,1,2000
2,490,4,205,1,2000
2,490,4,207,1,25
1,271,5,204,1,1700
1,271,5,205,1,500
1,271,5,207,1,100
2,551,2,205,1,750
2,551,2,212,1,4500
2,551,2,207,1,50
2,347,3,205,1,2100
2,347,3,217,1,200
2,347,3,210,1,3000
2,566,2,207,1,25
2,164,1,203,1,2800
2,164,1,207,1,25
2,526,3,205,1,2500
2,526,3,207,1,100
2,526,3,212,1,2000
2,340,2,215,1,2000
2,340,2,205,1,3500
2,340,2,207,1,100
2,340,2,217,1,500
1,297,6,216,1,1400
1,297,6,207,1,100
1,297,6,210,1,1000
1,366,3,212,1,1400
1,366,3,211,1,700
1,366,3,215,1,700
1,366,3,206,1,150
1,366,3,203,1,250
1,366,3,207,1,50
1,99,10,209,1,7000
1,99,10,206,1,400
1,99,10,212,1,3000
1,99,10,204,1,4000
1,99,10,207,1,50
1,197,1,205,1,500
1,197,1,207,1,50
1,197,1,204,1,3000
1,251,9,207,1,25
1,251,9,217,1,250
1,251,9,203,1,750
2,60,2,203,1,100
2,60,2,211,1,500
2,471,1,204,1,3000
2,471,1,207,1,50
2,480,3,212,1,1000
2,480,3,204,1,1200
1,287,6,203,1,3500
1,287,6,207,1,75
1,287,6,205,1,150
1,353,5,217,1,200
1,353,5,210,1,1500
1,353,5,207,1,75
1,353,5,204,1,2000
2,480,4,217,1,400
2,480,4,204,1,700
2,115,1,209,1,16100
2,115,1,210,1,1000
1,389,2,207,1,175
1,389,2,203,1,750
1,389,2,205,1,1400
1,389,2,217,1,450
2,292,6,205,1,3000
2,292,6,207,1,25
2,292,6,209,1,6000
2,562,2,205,1,2500
1,497,1,207,1,75
1,497,1,203,1,1400
1,497,1,215,1,700
1,497,1,204,1,750
2,286,1,205,1,5000
2,286,1,204,1,10000
2,286,1,207,1,200
2,480,5,207,1,50
2,480,5,204,1,3000
1,465,10,205,1,2100
1,465,10,217,1,500
1,465,10,207,1,50
1,360,4,210,1,2300
1,360,4,207,1,100
1,360,4,205,1,3000
2,105,3,207,1,50
2,92,1,207,1,25
2,92,1,206,1,100
2,155,3,207,1,150
2,155,3,215,1,700
2,155,3,203,1,2100
2,155,3,204,1,2100
2,203,2,203,1,1500
2,203,2,207,1,50
2,203,2,212,1,1000
2,203,2,211,1,2000
1,275,11,203,1,400
1,275,11,201,1,800
1,275,11,207,1,100
2,590,3,203,1,2500
2,590,3,206,1,1000
2,590,3,207,1,100
2,590,3,204,1,4500
1,137,9,205,1,1000
1,137,9,215,1,900
1,137,9,207,1,25
2,134,2,215,1,100
2,134,2,217,1,175
2,134,2,205,1,1400
2,134,2,207,1,50
2,581,2,209,1,4500
2,581,2,217,1,800
2,581,2,207,1,50
2,444,2,212,1,2000
2,444,2,207,1,25
1,451,3,217,1,2100
1,451,3,207,1,25
1,451,3,205,1,1500
1,331,5,212,1,1000
1,331,5,210,1,2000
1,331,5,211,1,400
1,331,5,203,1,450
1,331,5,216,1,500
1,74,1,203,1,600
1,74,1,211,1,1500
1,74,1,207,1,75
1,74,1,202,1,300
1,74,1,201,1,14000
1,70,4,209,1,2000
1,70,4,203,1,1400
1,70,4,211,1,1200
1,70,4,207,1,50
2,410,1,207,1,50
2,276,3,207,1,25
2,276,3,217,1,2500
1,204,2,207,1,25
1,204,2,211,1,500
1,204,2,210,1,2000
1,204,2,203,1,200
1,580,9,203,1,1400
1,580,9,217,1,400
1,580,9,204,1,1000
1,374,8,211,1,800
1,374,8,207,1,50
1,374,8,210,1,3000
1,374,8,203,1,500
1,430,3,201,1,1500
1,430,3,209,1,5000
1,430,3,203,1,4000
1,430,3,212,1,6000
1,430,3,210,1,6000
1,430,3,207,1,25
1,430,3,217,1,700
1,430,3,205,1,4000
1,527,1,207,1,50
1,527,1,206,1,1200
1,527,1,203,1,1500
2,517,3,212,1,300
2,517,3,205,1,2200
2,517,3,217,1,700
2,517,3,207,1,25
2,517,3,210,1,2000
2,517,3,209,1,1000
1,580,1,204,1,2000
1,580,1,217,1,300
1,580,1,207,1,100
1,580,1,201,1,2800
1,355,6,207,1,50
1,355,6,203,1,2800
1,85,8,206,1,1500
1,85,8,216,1,3000
1,85,8,211,1,2000
1,85,8,210,1,35000
1,85,8,207,1,25
2,399,2,215,1,2500
2,399,2,205,1,4000
2,399,2,207,1,50
1,169,5,215,1,700
1,169,5,207,1,50
1,169,5,203,1,1400
1,169,5,211,1,2800
1,259,5,202,1,200
1,259,5,207,1,50
1,259,5,201,1,1500
1,259,5,211,1,1500
1,259,5,206,1,100
2,300,4,204,1,1000
2,300,4,210,1,600
2,300,4,203,1,1500
2,300,4,211,1,700
2,300,4,207,1,50
2,12,1,210,1,7000
2,12,1,207,1,25
2,12,1,203,1,450
2,12,1,211,1,4400
2,201,3,203,1,12000
2,201,3,207,1,350
2,201,3,212,1,1000
2,201,3,211,1,1000
1,199,8,205,1,5000
1,199,8,217,1,600
1,199,8,207,1,50
1,199,8,203,1,3500
1,148,10,207,1,100
1,148,10,203,1,1400
1,148,10,204,1,200
1,548,2,205,1,1500
1,278,4,201,1,300
1,278,4,207,1,50
1,278,4,206,1,100
1,278,4,203,1,500
1,278,4,215,1,250
1,278,4,212,1,300
1,157,4,207,1,25
1,157,4,204,1,500
1,157,4,203,1,1000
1,157,4,217,1,50
2,596,1,206,1,2500
2,596,1,207,1,50
2,596,1,205,1,3000
2,596,1,201,1,800
2,596,1,211,1,4000
2,596,1,212,1,2000
1,357,3,207,1,25
1,357,3,204,1,500
2,547,5,209,1,2000
2,547,5,205,1,3200
2,324,3,212,1,1600
2,324,3,207,1,50
2,324,3,211,1,1000
2,324,3,203,1,1000
2,130,2,207,1,50
2,130,2,205,1,7000
2,476,2,207,1,100
2,134,3,205,1,1500
2,134,3,215,1,100
2,134,3,207,1,25
2,181,2,207,1,100
2,181,2,203,1,150
1,57,7,211,1,3000
2,151,4,207,1,100
2,291,3,205,1,2000
2,291,3,217,1,600
2,291,3,203,1,1200
2,291,3,207,1,100
2,268,2,203,1,500
2,268,2,207,1,25
2,268,2,217,1,400
2,268,2,212,1,1500
2,268,2,204,1,3500
2,365,5,215,1,2800
2,365,5,209,1,14000
2,365,5,208,1,17500
2,365,5,217,1,100
2,365,5,203,1,500
2,365,5,216,1,1200
2,365,5,207,1,25
2,119,2,203,1,800
2,119,2,207,1,100
2,119,2,211,1,600
1,374,9,210,1,1500
1,374,9,211,1,600
1,374,9,212,1,900
2,185,1,207,1,25
2,185,1,217,1,300
1,72,11,210,1,400
2,310,2,203,1,700
2,310,2,205,1,5000
2,310,2,210,1,2000
2,310,2,207,1,100
2,314,2,207,1,50
2,314,2,203,1,500
2,314,2,205,1,2000
1,285,9,207,1,50
2,338,2,204,1,1600
2,338,2,207,1,25
2,338,2,212,1,700
2,338,2,217,1,200
2,312,1,210,1,2000
2,312,1,203,1,1000
2,312,1,207,1,100
1,323,12,212,1,1000
2,162,2,211,1,1400
2,162,2,207,1,75
2,162,2,203,1,2800
2,162,2,210,1,6000
2,162,2,204,1,1400
2,162,2,215,1,700
2,223,1,207,1,75
2,223,1,203,1,3000
2,223,1,204,1,2500
2,223,1,217,1,400
1,372,4,207,1,50
1,311,9,204,1,400
1,311,9,211,1,25000
2,258,3,207,1,50
2,258,3,209,1,12000
1,186,4,207,1,50
1,186,4,204,1,1500
1,235,2,207,1,25
1,546,2,205,1,5000
1,546,2,209,1,3000
2,12,2,208,1,5000
2,12,2,209,1,2000
2,12,2,211,1,1200
2,12,2,203,1,700
1,104,12,201,1,700
1,104,12,207,1,50
1,104,12,209,1,2000
1,104,12,203,1,2100
2,549,1,209,1,4000
2,549,1,207,1,50
2,549,1,205,1,2000
2,160,1,209,1,2500
2,160,1,203,1,500
2,160,1,208,1,10000
2,130,3,217,1,700
2,130,3,205,1,5000
2,130,3,207,1,100
1,112,4,211,1,1000
1,112,4,207,1,25
1,112,4,203,1,500
2,16,1,203,1,1400
2,16,1,211,1,1200
1,455,12,206,1,50
1,455,12,207,1,50
1,455,12,201,1,300
2,349,1,207,1,100
2,349,1,205,1,5000
2,183,1,205,1,3000
2,183,1,203,1,7000
2,183,1,207,1,25
2,418,2,205,1,3500
2,418,2,207,1,125
2,418,2,210,1,3000
2,256,2,210,1,500
2,256,2,207,1,100
2,256,2,203,1,1400
2,256,2,211,1,400
2,69,1,211,1,6000
2,69,1,203,1,700
