"occ","y4_hhid","indidy4","ag01_01","ag01_02","ag01_03","ag01_04"
7,"4842-001",7,"**CONFIDENTIAL**",6,1,
8,"4842-001",8,"**CONFIDENTIAL**",1,2,
1,"4843-001",1,"**CONFIDENTIAL**",27,1,"X"
2,"4843-001",2,"**CONFIDENTIAL**",21,2,
3,"4843-001",3,"**CONFIDENTIAL**",3,2,
4,"4843-001",4,"**CONFIDENTIAL**",1,1,
1,"4844-001",1,"**CONFIDENTIAL**",63,2,"X"
2,"4844-001",2,"**CONFIDENTIAL**",21,1,
3,"4844-001",3,"**CONFIDENTIAL**",17,2,
4,"4844-001",4,"**CONFIDENTIAL**",0,2,
5,"4844-001",5,"**CONFIDENTIAL**",23,1,"X"
6,"4844-001",6,"**CONFIDENTIAL**",17,2,
7,"4844-001",7,"**CONFIDENTIAL**",14,2,
8,"4844-001",8,"**CONFIDENTIAL**",9,1,
1,"4845-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"4845-001",2,"**CONFIDENTIAL**",29,2,
3,"4845-001",3,"**CONFIDENTIAL**",15,2,
4,"4845-001",4,"**CONFIDENTIAL**",11,2,
5,"4845-001",5,"**CONFIDENTIAL**",9,1,
6,"4845-001",6,"**CONFIDENTIAL**",5,1,
7,"4845-001",7,"**CONFIDENTIAL**",26,1,
1,"4857-001",1,"**CONFIDENTIAL**",76,2,"X"
2,"4857-001",2,"**CONFIDENTIAL**",27,2,
3,"4857-001",3,"**CONFIDENTIAL**",3,2,
1,"4858-001",1,"**CONFIDENTIAL**",29,1,"X"
2,"4858-001",2,"**CONFIDENTIAL**",23,2,"X"
3,"4858-001",3,"**CONFIDENTIAL**",5,2,
4,"4858-001",4,"**CONFIDENTIAL**",3,1,
5,"4858-001",5,"**CONFIDENTIAL**",2,1,
1,"4859-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"4859-001",2,"**CONFIDENTIAL**",29,2,
3,"4859-001",3,"**CONFIDENTIAL**",16,1,
4,"4859-001",4,"**CONFIDENTIAL**",12,1,
5,"4859-001",5,"**CONFIDENTIAL**",3,2,
1,"4860-001",1,"**CONFIDENTIAL**",62,2,"X"
2,"4860-001",2,"**CONFIDENTIAL**",40,1,
3,"4860-001",3,"**CONFIDENTIAL**",36,1,
4,"4860-001",4,"**CONFIDENTIAL**",38,1,
1,"4861-001",1,"**CONFIDENTIAL**",49,2,"X"
1,"4862-001",1,"**CONFIDENTIAL**",60,2,"X"
2,"4862-001",2,"**CONFIDENTIAL**",9,2,
3,"4862-001",3,"**CONFIDENTIAL**",4,2,
1,"4863-001",1,"**CONFIDENTIAL**",63,1,
2,"4863-001",2,"**CONFIDENTIAL**",42,2,"X"
3,"4863-001",3,"**CONFIDENTIAL**",13,2,
4,"4863-001",4,"**CONFIDENTIAL**",21,2,
5,"4863-001",5,"**CONFIDENTIAL**",4,1,
6,"4863-001",6,"**CONFIDENTIAL**",2,2,
7,"4863-001",7,"**CONFIDENTIAL**",75,2,
1,"4864-001",1,"**CONFIDENTIAL**",58,2,"X"
2,"4864-001",2,"**CONFIDENTIAL**",35,2,
3,"4864-001",3,"**CONFIDENTIAL**",18,2,
4,"4864-001",4,"**CONFIDENTIAL**",17,2,
5,"4864-001",5,"**CONFIDENTIAL**",20,1,
6,"4864-001",6,"**CONFIDENTIAL**",14,1,
7,"4864-001",7,"**CONFIDENTIAL**",10,2,
8,"4864-001",8,"**CONFIDENTIAL**",3,2,
9,"4864-001",9,"**CONFIDENTIAL**",1,1,
10,"4864-001",10,"**CONFIDENTIAL**",0,2,
1,"4876-001",1,"**CONFIDENTIAL**",22,1,"X"
2,"4876-001",2,"**CONFIDENTIAL**",18,2,
3,"4876-001",3,"**CONFIDENTIAL**",2,1,
4,"4876-001",4,"**CONFIDENTIAL**",0,1,
1,"4877-001",1,"**CONFIDENTIAL**",63,1,
2,"4877-001",2,"**CONFIDENTIAL**",58,2,"X"
3,"4877-001",3,"**CONFIDENTIAL**",16,1,
4,"4877-001",4,"**CONFIDENTIAL**",15,1,
5,"4877-001",5,"**CONFIDENTIAL**",5,2,
6,"4877-001",6,"**CONFIDENTIAL**",3,2,
1,"4878-001",1,"**CONFIDENTIAL**",39,1,"X"
2,"4878-001",2,"**CONFIDENTIAL**",29,2,
3,"4878-001",3,"**CONFIDENTIAL**",7,1,
4,"4878-001",4,"**CONFIDENTIAL**",5,1,
5,"4878-001",5,"**CONFIDENTIAL**",3,2,
6,"4878-001",6,"**CONFIDENTIAL**",10,1,
7,"4878-001",7,"**CONFIDENTIAL**",7,1,
8,"4878-001",8,"**CONFIDENTIAL**",0,2,
1,"4879-001",1,"**CONFIDENTIAL**",44,1,"X"
2,"4879-001",2,"**CONFIDENTIAL**",41,2,
3,"4879-001",3,"**CONFIDENTIAL**",14,2,
4,"4879-001",4,"**CONFIDENTIAL**",12,2,
5,"4879-001",5,"**CONFIDENTIAL**",10,1,
6,"4879-001",6,"**CONFIDENTIAL**",10,1,
7,"4879-001",7,"**CONFIDENTIAL**",8,2,
8,"4879-001",8,"**CONFIDENTIAL**",6,2,
9,"4879-001",9,"**CONFIDENTIAL**",2,1,
10,"4879-001",10,"**CONFIDENTIAL**",20,1,
1,"4880-001",1,"**CONFIDENTIAL**",47,2,"X"
2,"4880-001",2,"**CONFIDENTIAL**",22,1,"X"
3,"4880-001",3,"**CONFIDENTIAL**",24,2,
4,"4880-001",4,"**CONFIDENTIAL**",17,1,
5,"4880-001",5,"**CONFIDENTIAL**",14,2,
6,"4880-001",6,"**CONFIDENTIAL**",9,1,
7,"4880-001",7,"**CONFIDENTIAL**",4,1,
8,"4880-001",8,"**CONFIDENTIAL**",21,2,
1,"4881-001",1,"**CONFIDENTIAL**",31,1,
2,"4881-001",2,"**CONFIDENTIAL**",28,2,"X"
3,"4881-001",3,"**CONFIDENTIAL**",13,2,
4,"4881-001",4,"**CONFIDENTIAL**",11,1,
5,"4881-001",5,"**CONFIDENTIAL**",9,2,
6,"4881-001",6,"**CONFIDENTIAL**",7,1,
7,"4881-001",7,"**CONFIDENTIAL**",4,2,
8,"4881-001",8,"**CONFIDENTIAL**",2,2,
1,"4882-001",1,"**CONFIDENTIAL**",35,1,
2,"4882-001",2,"**CONFIDENTIAL**",29,2,"X"
1,"4883-001",1,"**CONFIDENTIAL**",38,2,"X"
2,"4883-001",2,"**CONFIDENTIAL**",17,1,
3,"4883-001",3,"**CONFIDENTIAL**",19,1,
4,"4883-001",4,"**CONFIDENTIAL**",14,2,
5,"4883-001",5,"**CONFIDENTIAL**",10,2,
6,"4883-001",6,"**CONFIDENTIAL**",6,1,
7,"4883-001",7,"**CONFIDENTIAL**",2,2,
1,"4895-001",1,"**CONFIDENTIAL**",83,1,"X"
2,"4895-001",2,"**CONFIDENTIAL**",56,2,
3,"4895-001",3,"**CONFIDENTIAL**",20,1,
4,"4895-001",4,"**CONFIDENTIAL**",16,1,
5,"4895-001",5,"**CONFIDENTIAL**",12,2,
1,"4896-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"4896-001",2,"**CONFIDENTIAL**",26,2,
3,"4896-001",3,"**CONFIDENTIAL**",6,1,
4,"4896-001",4,"**CONFIDENTIAL**",1,1,
1,"4897-001",1,"**CONFIDENTIAL**",38,1,"X"
2,"4897-001",2,"**CONFIDENTIAL**",36,2,
3,"4897-001",3,"**CONFIDENTIAL**",14,2,
4,"4897-001",4,"**CONFIDENTIAL**",9,2,
5,"4897-001",5,"**CONFIDENTIAL**",4,1,
6,"4897-001",6,"**CONFIDENTIAL**",83,2,
1,"4898-001",1,"**CONFIDENTIAL**",54,1,"X"
2,"4898-001",2,"**CONFIDENTIAL**",35,2,
3,"4898-001",3,"**CONFIDENTIAL**",26,2,
4,"4898-001",4,"**CONFIDENTIAL**",19,2,
5,"4898-001",5,"**CONFIDENTIAL**",8,1,
6,"4898-001",6,"**CONFIDENTIAL**",6,2,
7,"4898-001",7,"**CONFIDENTIAL**",2,2,
8,"4898-001",8,"**CONFIDENTIAL**",12,2,
1,"4899-001",1,"**CONFIDENTIAL**",32,1,"X"
2,"4899-001",2,"**CONFIDENTIAL**",28,2,
3,"4899-001",3,"**CONFIDENTIAL**",6,1,
4,"4899-001",4,"**CONFIDENTIAL**",3,2,
1,"4900-001",1,"**CONFIDENTIAL**",41,2,"X"
2,"4900-001",2,"**CONFIDENTIAL**",12,2,
3,"4900-001",3,"**CONFIDENTIAL**",10,2,
4,"4900-001",4,"**CONFIDENTIAL**",4,2,
1,"4901-001",1,"**CONFIDENTIAL**",31,1,"X"
2,"4901-001",2,"**CONFIDENTIAL**",28,2,
3,"4901-001",3,"**CONFIDENTIAL**",4,2,
4,"4901-001",4,"**CONFIDENTIAL**",1,2,
1,"4902-001",1,"**CONFIDENTIAL**",38,1,"X"
2,"4902-001",2,"**CONFIDENTIAL**",34,2,
3,"4902-001",3,"**CONFIDENTIAL**",12,2,
4,"4902-001",4,"**CONFIDENTIAL**",9,1,
5,"4902-001",5,"**CONFIDENTIAL**",5,2,
1,"4914-001",1,"**CONFIDENTIAL**",49,2,"X"
2,"4914-001",2,"**CONFIDENTIAL**",12,1,
1,"4915-001",1,"**CONFIDENTIAL**",50,2,"X"
2,"4915-001",2,"**CONFIDENTIAL**",15,1,"X"
1,"4916-001",1,"**CONFIDENTIAL**",83,1,"X"
2,"4916-001",2,"**CONFIDENTIAL**",80,2,
1,"4917-001",1,"**CONFIDENTIAL**",46,1,"X"
2,"4917-001",2,"**CONFIDENTIAL**",40,2,"X"
3,"4917-001",3,"**CONFIDENTIAL**",14,1,
4,"4917-001",4,"**CONFIDENTIAL**",10,1,
5,"4917-001",5,"**CONFIDENTIAL**",7,2,
6,"4917-001",6,"**CONFIDENTIAL**",5,1,
7,"4917-001",7,"**CONFIDENTIAL**",2,2,
1,"4918-001",1,"**CONFIDENTIAL**",55,2,"X"
1,"4919-001",1,"**CONFIDENTIAL**",80,2,"X"
2,"4919-001",2,"**CONFIDENTIAL**",13,2,
1,"4920-001",1,"**CONFIDENTIAL**",24,1,
2,"4920-001",2,"**CONFIDENTIAL**",21,2,"X"
3,"4920-001",3,"**CONFIDENTIAL**",2,1,
1,"4921-001",1,"**CONFIDENTIAL**",57,2,"X"
2,"4921-001",2,"**CONFIDENTIAL**",5,2,
1,"4934-001",1,"**CONFIDENTIAL**",80,1,
2,"4934-001",2,"**CONFIDENTIAL**",74,2,"X"
3,"4934-001",3,"**CONFIDENTIAL**",51,1,"X"
4,"4934-001",4,"**CONFIDENTIAL**",3,2,
5,"4934-001",5,"**CONFIDENTIAL**",7,2,
1,"4935-001",1,"**CONFIDENTIAL**",51,1,"X"
1,"4936-001",1,"**CONFIDENTIAL**",30,1,
2,"4936-001",2,"**CONFIDENTIAL**",26,2,"X"
3,"4936-001",3,"**CONFIDENTIAL**",3,1,
4,"4936-001",4,"**CONFIDENTIAL**",1,2,
1,"4937-001",1,"**CONFIDENTIAL**",55,1,
2,"4937-001",2,"**CONFIDENTIAL**",46,2,"X"
3,"4937-001",3,"**CONFIDENTIAL**",17,2,
4,"4937-001",4,"**CONFIDENTIAL**",6,1,
5,"4937-001",5,"**CONFIDENTIAL**",2,2,
1,"4938-001",1,"**CONFIDENTIAL**",45,2,"X"
2,"4938-001",2,"**CONFIDENTIAL**",23,2,"X"
3,"4938-001",3,"**CONFIDENTIAL**",18,1,
4,"4938-001",4,"**CONFIDENTIAL**",15,1,
5,"4938-001",5,"**CONFIDENTIAL**",16,2,
6,"4938-001",6,"**CONFIDENTIAL**",1,2,
1,"4939-001",1,"**CONFIDENTIAL**",38,2,"X"
2,"4939-001",2,"**CONFIDENTIAL**",12,1,
3,"4939-001",3,"**CONFIDENTIAL**",5,1,
4,"4939-001",4,"**CONFIDENTIAL**",1,2,
1,"4940-001",1,"**CONFIDENTIAL**",39,1,
2,"4940-001",2,"**CONFIDENTIAL**",30,2,"X"
3,"4940-001",3,"**CONFIDENTIAL**",76,2,
4,"4940-001",4,"**CONFIDENTIAL**",15,1,
5,"4940-001",5,"**CONFIDENTIAL**",10,2,
1,"4954-001",1,"**CONFIDENTIAL**",29,1,"X"
1,"4955-001",1,"**CONFIDENTIAL**",44,1,"X"
2,"4955-001",2,"**CONFIDENTIAL**",14,1,
3,"4955-001",3,"**CONFIDENTIAL**",21,2,
4,"4955-001",4,"**CONFIDENTIAL**",26,2,
1,"4971-001",1,"**CONFIDENTIAL**",32,2,"X"
2,"4971-001",2,"**CONFIDENTIAL**",18,1,
3,"4971-001",3,"**CONFIDENTIAL**",6,2,
4,"4971-001",4,"**CONFIDENTIAL**",10,2,
5,"4971-001",5,"**CONFIDENTIAL**",1,1,
6,"4971-001",6,"**CONFIDENTIAL**",77,2,
7,"4971-001",7,"**CONFIDENTIAL**",12,1,
1,"4972-001",1,"**CONFIDENTIAL**",40,1,"X"
1,"4973-001",1,"**CONFIDENTIAL**",75,1,"X"
2,"4973-001",2,"**CONFIDENTIAL**",70,2,"X"
3,"4973-001",3,"**CONFIDENTIAL**",19,2,
4,"4973-001",4,"**CONFIDENTIAL**",17,2,
5,"4973-001",5,"**CONFIDENTIAL**",12,1,
6,"4973-001",6,"**CONFIDENTIAL**",0,2,
1,"4974-001",1,"**CONFIDENTIAL**",60,1,"X"
2,"4974-001",2,"**CONFIDENTIAL**",55,2,"X"
3,"4974-001",3,"**CONFIDENTIAL**",11,2,
4,"4974-001",4,"**CONFIDENTIAL**",9,2,
5,"4974-001",5,"**CONFIDENTIAL**",3,1,
1,"4975-001",1,"**CONFIDENTIAL**",32,1,"X"
2,"4975-001",2,"**CONFIDENTIAL**",19,2,
1,"4976-001",1,"**CONFIDENTIAL**",38,1,"X"
2,"4976-001",2,"**CONFIDENTIAL**",30,2,
3,"4976-001",3,"**CONFIDENTIAL**",10,2,
4,"4976-001",4,"**CONFIDENTIAL**",8,2,
5,"4976-001",5,"**CONFIDENTIAL**",0,1,
1,"4978-001",1,"**CONFIDENTIAL**",53,1,"X"
2,"4978-001",2,"**CONFIDENTIAL**",49,2,"X"
3,"4978-001",3,"**CONFIDENTIAL**",28,1,
4,"4978-001",4,"**CONFIDENTIAL**",24,2,"X"
5,"4978-001",5,"**CONFIDENTIAL**",19,2,"X"
6,"4978-001",6,"**CONFIDENTIAL**",15,1,
7,"4978-001",7,"**CONFIDENTIAL**",13,2,
8,"4978-001",8,"**CONFIDENTIAL**",11,2,
9,"4978-001",9,"**CONFIDENTIAL**",8,1,
10,"4978-001",10,"**CONFIDENTIAL**",3,2,
11,"4978-001",11,"**CONFIDENTIAL**",4,1,
12,"4978-001",12,"**CONFIDENTIAL**",2,2,
1,"4990-001",1,"**CONFIDENTIAL**",28,2,"X"
2,"4990-001",2,"**CONFIDENTIAL**",21,2,
3,"4990-001",3,"**CONFIDENTIAL**",1,1,
1,"4991-001",1,"**CONFIDENTIAL**",39,1,"X"
2,"4991-001",2,"**CONFIDENTIAL**",34,2,"X"
3,"4991-001",3,"**CONFIDENTIAL**",80,1,
4,"4991-001",4,"**CONFIDENTIAL**",14,1,
5,"4991-001",5,"**CONFIDENTIAL**",10,2,
6,"4991-001",6,"**CONFIDENTIAL**",5,2,
7,"4991-001",7,"**CONFIDENTIAL**",1,2,
1,"4992-001",1,"**CONFIDENTIAL**",23,1,"X"
2,"4992-001",2,"**CONFIDENTIAL**",26,2,"X"
3,"4992-001",3,"**CONFIDENTIAL**",7,2,
4,"4992-001",4,"**CONFIDENTIAL**",4,1,
5,"4992-001",5,"**CONFIDENTIAL**",1,2,
1,"4993-001",1,"**CONFIDENTIAL**",24,1,"X"
2,"4993-001",2,"**CONFIDENTIAL**",25,2,
3,"4993-001",3,"**CONFIDENTIAL**",1,2,
4,"4993-001",4,"**CONFIDENTIAL**",0,2,
1,"4994-001",1,"**CONFIDENTIAL**",33,1,"X"
2,"4994-001",2,"**CONFIDENTIAL**",25,2,
3,"4994-001",3,"**CONFIDENTIAL**",7,2,
4,"4994-001",4,"**CONFIDENTIAL**",4,1,
5,"4994-001",5,"**CONFIDENTIAL**",2,1,
1,"4995-001",1,"**CONFIDENTIAL**",39,1,
2,"4995-001",2,"**CONFIDENTIAL**",38,2,"X"
3,"4995-001",3,"**CONFIDENTIAL**",16,2,
4,"4995-001",4,"**CONFIDENTIAL**",14,2,
5,"4995-001",5,"**CONFIDENTIAL**",12,1,
6,"4995-001",6,"**CONFIDENTIAL**",9,1,
7,"4995-001",7,"**CONFIDENTIAL**",6,2,
8,"4995-001",8,"**CONFIDENTIAL**",3,2,
1,"4996-001",1,"**CONFIDENTIAL**",50,1,"X"
2,"4996-001",2,"**CONFIDENTIAL**",35,2,
3,"4996-001",3,"**CONFIDENTIAL**",28,1,
4,"4996-001",4,"**CONFIDENTIAL**",24,1,
5,"4996-001",5,"**CONFIDENTIAL**",2,2,
6,"4996-001",6,"**CONFIDENTIAL**",80,2,
1,"4997-001",1,"**CONFIDENTIAL**",34,1,"X"
2,"4997-001",2,"**CONFIDENTIAL**",31,2,
3,"4997-001",3,"**CONFIDENTIAL**",25,2,
4,"4997-001",4,"**CONFIDENTIAL**",11,2,
5,"4997-001",5,"**CONFIDENTIAL**",8,2,
6,"4997-001",6,"**CONFIDENTIAL**",7,2,
7,"4997-001",7,"**CONFIDENTIAL**",5,1,
8,"4997-001",8,"**CONFIDENTIAL**",3,2,
9,"4997-001",9,"**CONFIDENTIAL**",1,2,
10,"4997-001",10,"**CONFIDENTIAL**",4,2,
11,"4997-001",11,"**CONFIDENTIAL**",1,2,
1,"5009-001",1,"**CONFIDENTIAL**",36,1,"X"
2,"5009-001",2,"**CONFIDENTIAL**",27,2,
3,"5009-001",3,"**CONFIDENTIAL**",10,2,
4,"5009-001",4,"**CONFIDENTIAL**",6,1,
5,"5009-001",5,"**CONFIDENTIAL**",4,2,
6,"5009-001",6,"**CONFIDENTIAL**",0,1,
1,"5012-001",1,"**CONFIDENTIAL**",23,1,"X"
2,"5012-001",2,"**CONFIDENTIAL**",20,2,
1,"5013-001",1,"**CONFIDENTIAL**",45,2,"X"
2,"5013-001",2,"**CONFIDENTIAL**",24,1,
3,"5013-001",3,"**CONFIDENTIAL**",18,1,
4,"5013-001",4,"**CONFIDENTIAL**",15,1,
5,"5013-001",5,"**CONFIDENTIAL**",13,1,
6,"5013-001",6,"**CONFIDENTIAL**",10,1,
7,"5013-001",7,"**CONFIDENTIAL**",6,1,
8,"5013-001",8,"**CONFIDENTIAL**",1,1,
1,"5014-001",1,"**CONFIDENTIAL**",36,2,"X"
2,"5014-001",2,"**CONFIDENTIAL**",16,1,
3,"5014-001",3,"**CONFIDENTIAL**",14,2,
4,"5014-001",4,"**CONFIDENTIAL**",12,1,
5,"5014-001",5,"**CONFIDENTIAL**",10,1,
6,"5014-001",6,"**CONFIDENTIAL**",8,1,
7,"5014-001",7,"**CONFIDENTIAL**",3,1,
8,"5014-001",8,"**CONFIDENTIAL**",0,1,
1,"5015-001",1,"**CONFIDENTIAL**",45,2,"X"
2,"5015-001",2,"**CONFIDENTIAL**",20,1,
3,"5015-001",3,"**CONFIDENTIAL**",8,1,
4,"5015-001",4,"**CONFIDENTIAL**",10,1,
5,"5015-001",5,"**CONFIDENTIAL**",4,2,
6,"5015-001",6,"**CONFIDENTIAL**",18,2,
7,"5015-001",7,"**CONFIDENTIAL**",1,2,
1,"5016-001",1,"**CONFIDENTIAL**",30,1,"X"
2,"5016-001",2,"**CONFIDENTIAL**",26,2,"X"
3,"5016-001",3,"**CONFIDENTIAL**",6,2,
4,"5016-001",4,"**CONFIDENTIAL**",3,2,
1,"5030-001",1,"**CONFIDENTIAL**",55,2,"X"
2,"5030-001",2,"**CONFIDENTIAL**",29,1,
3,"5030-001",3,"**CONFIDENTIAL**",18,1,
4,"5030-001",4,"**CONFIDENTIAL**",14,2,
5,"5030-001",5,"**CONFIDENTIAL**",7,2,
6,"5030-001",6,"**CONFIDENTIAL**",4,2,
7,"5030-001",7,"**CONFIDENTIAL**",17,2,
1,"5031-001",1,"**CONFIDENTIAL**",55,1,"X"
2,"5031-001",2,"**CONFIDENTIAL**",53,2,
3,"5031-001",3,"**CONFIDENTIAL**",12,1,
1,"5032-001",1,"**CONFIDENTIAL**",55,1,"X"
2,"5032-001",2,"**CONFIDENTIAL**",47,2,
3,"5032-001",3,"**CONFIDENTIAL**",28,1,
4,"5032-001",4,"**CONFIDENTIAL**",21,2,
5,"5032-001",5,"**CONFIDENTIAL**",18,2,
6,"5032-001",6,"**CONFIDENTIAL**",0,1,
1,"5033-001",1,"**CONFIDENTIAL**",38,1,
2,"5033-001",2,"**CONFIDENTIAL**",40,2,
3,"5033-001",3,"**CONFIDENTIAL**",17,1,
4,"5033-001",4,"**CONFIDENTIAL**",13,2,
5,"5033-001",5,"**CONFIDENTIAL**",13,1,
6,"5033-001",6,"**CONFIDENTIAL**",2,2,
7,"5033-001",7,"**CONFIDENTIAL**",61,2,"X"
1,"5034-001",1,"**CONFIDENTIAL**",40,1,"X"
2,"5034-001",2,"**CONFIDENTIAL**",32,2,"X"
3,"5034-001",3,"**CONFIDENTIAL**",12,2,
4,"5034-001",4,"**CONFIDENTIAL**",9,2,
5,"5034-001",5,"**CONFIDENTIAL**",4,1,
6,"5034-001",6,"**CONFIDENTIAL**",1,2,
7,"5034-001",7,"**CONFIDENTIAL**",78,1,
1,"5066-001",1,"**CONFIDENTIAL**",54,1,"X"
2,"5066-001",2,"**CONFIDENTIAL**",43,2,
3,"5066-001",3,"**CONFIDENTIAL**",17,1,
4,"5066-001",4,"**CONFIDENTIAL**",15,1,
5,"5066-001",5,"**CONFIDENTIAL**",12,2,
6,"5066-001",6,"**CONFIDENTIAL**",9,2,
7,"5066-001",7,"**CONFIDENTIAL**",6,1,
8,"5066-001",8,"**CONFIDENTIAL**",2,2,
1,"5067-001",1,"**CONFIDENTIAL**",28,1,"X"
2,"5067-001",2,"**CONFIDENTIAL**",18,2,
3,"5067-001",3,"**CONFIDENTIAL**",0,1,
1,"5068-001",1,"**CONFIDENTIAL**",43,1,"X"
2,"5068-001",2,"**CONFIDENTIAL**",15,2,
1,"5070-001",1,"**CONFIDENTIAL**",43,1,"X"
2,"5070-001",2,"**CONFIDENTIAL**",33,2,
3,"5070-001",3,"**CONFIDENTIAL**",15,2,
4,"5070-001",4,"**CONFIDENTIAL**",11,2,
5,"5070-001",5,"**CONFIDENTIAL**",9,2,
6,"5070-001",6,"**CONFIDENTIAL**",7,2,
7,"5070-001",7,"**CONFIDENTIAL**",6,1,
8,"5070-001",8,"**CONFIDENTIAL**",2,1,
1,"5071-001",1,"**CONFIDENTIAL**",58,1,"X"
2,"5071-001",2,"**CONFIDENTIAL**",47,2,"X"
3,"5071-001",3,"**CONFIDENTIAL**",29,2,
4,"5071-001",4,"**CONFIDENTIAL**",25,1,
5,"5071-001",5,"**CONFIDENTIAL**",22,2,
6,"5071-001",6,"**CONFIDENTIAL**",21,2,
7,"5071-001",7,"**CONFIDENTIAL**",19,2,
8,"5071-001",8,"**CONFIDENTIAL**",13,1,
1,"5072-001",1,"**CONFIDENTIAL**",45,1,"X"
2,"5072-001",2,"**CONFIDENTIAL**",38,2,
3,"5072-001",3,"**CONFIDENTIAL**",17,1,
4,"5072-001",4,"**CONFIDENTIAL**",14,2,
5,"5072-001",5,"**CONFIDENTIAL**",12,2,
6,"5072-001",6,"**CONFIDENTIAL**",8,1,
7,"5072-001",7,"**CONFIDENTIAL**",4,2,
8,"5072-001",8,"**CONFIDENTIAL**",0,2,
1,"5073-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"5073-001",2,"**CONFIDENTIAL**",31,2,
3,"5073-001",3,"**CONFIDENTIAL**",10,1,
4,"5073-001",4,"**CONFIDENTIAL**",8,2,
5,"5073-001",5,"**CONFIDENTIAL**",5,2,
6,"5073-001",6,"**CONFIDENTIAL**",3,2,
7,"5073-001",7,"**CONFIDENTIAL**",1,1,
8,"5073-001",8,"**CONFIDENTIAL**",0,2,
1,"5085-001",1,"**CONFIDENTIAL**",33,2,"X"
2,"5085-001",2,"**CONFIDENTIAL**",13,1,
3,"5085-001",3,"**CONFIDENTIAL**",8,2,
4,"5085-001",4,"**CONFIDENTIAL**",4,1,
1,"5086-001",1,"**CONFIDENTIAL**",52,2,"X"
2,"5086-001",2,"**CONFIDENTIAL**",24,1,
3,"5086-001",3,"**CONFIDENTIAL**",20,1,
4,"5086-001",4,"**CONFIDENTIAL**",17,1,
5,"5086-001",5,"**CONFIDENTIAL**",9,2,
1,"5087-001",1,"**CONFIDENTIAL**",50,2,"X"
2,"5087-001",2,"**CONFIDENTIAL**",17,2,
3,"5087-001",3,"**CONFIDENTIAL**",13,2,
4,"5087-001",4,"**CONFIDENTIAL**",10,1,
1,"5088-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"5088-001",2,"**CONFIDENTIAL**",30,2,
3,"5088-001",3,"**CONFIDENTIAL**",13,2,
4,"5088-001",4,"**CONFIDENTIAL**",10,1,
5,"5088-001",5,"**CONFIDENTIAL**",8,1,
6,"5088-001",6,"**CONFIDENTIAL**",3,1,
1,"5089-001",1,"**CONFIDENTIAL**",27,2,"X"
2,"5089-001",2,"**CONFIDENTIAL**",5,1,
3,"5089-001",3,"**CONFIDENTIAL**",2,1,
1,"5090-001",1,"**CONFIDENTIAL**",36,2,"X"
2,"5090-001",2,"**CONFIDENTIAL**",22,1,
3,"5090-001",3,"**CONFIDENTIAL**",19,1,
4,"5090-001",4,"**CONFIDENTIAL**",16,1,
5,"5090-001",5,"**CONFIDENTIAL**",9,1,
6,"5090-001",6,"**CONFIDENTIAL**",6,1,
7,"5090-001",7,"**CONFIDENTIAL**",3,1,
8,"5090-001",8,"**CONFIDENTIAL**",0,1,
1,"5091-001",1,"**CONFIDENTIAL**",39,2,"X"
2,"5091-001",2,"**CONFIDENTIAL**",24,1,"X"
3,"5091-001",3,"**CONFIDENTIAL**",16,2,
4,"5091-001",4,"**CONFIDENTIAL**",9,1,
5,"5091-001",5,"**CONFIDENTIAL**",5,1,
6,"5091-001",6,"**CONFIDENTIAL**",4,1,
7,"5091-001",7,"**CONFIDENTIAL**",80,2,
1,"5092-001",1,"**CONFIDENTIAL**",32,1,"X"
2,"5092-001",2,"**CONFIDENTIAL**",22,2,
3,"5092-001",3,"**CONFIDENTIAL**",7,2,
4,"5092-001",4,"**CONFIDENTIAL**",4,1,
5,"5092-001",5,"**CONFIDENTIAL**",1,2,
1,"5127-001",1,"**CONFIDENTIAL**",45,1,
2,"5127-001",2,"**CONFIDENTIAL**",30,2,"X"
3,"5127-001",3,"**CONFIDENTIAL**",12,2,
4,"5127-001",4,"**CONFIDENTIAL**",6,1,
1,"5131-001",1,"**CONFIDENTIAL**",31,2,"X"
2,"5131-001",2,"**CONFIDENTIAL**",10,1,
3,"5131-001",3,"**CONFIDENTIAL**",5,2,
1,"5183-001",,,,,
1,"5184-001",1,"**CONFIDENTIAL**",49,1,"X"
2,"5184-001",2,"**CONFIDENTIAL**",47,2,"X"
3,"5184-001",3,"**CONFIDENTIAL**",20,2,
4,"5184-001",4,"**CONFIDENTIAL**",18,1,
5,"5184-001",5,"**CONFIDENTIAL**",15,1,
6,"5184-001",6,"**CONFIDENTIAL**",20,2,
1,"5241-001",1,"**CONFIDENTIAL**",21,2,
2,"5241-001",2,"**CONFIDENTIAL**",30,1,"X"
3,"5241-001",3,"**CONFIDENTIAL**",1,2,
4,"5241-001",4,"**CONFIDENTIAL**",35,2,
1,"5245-001",1,"**CONFIDENTIAL**",35,1,
2,"5245-001",2,"**CONFIDENTIAL**",28,2,"X"
3,"5245-001",3,"**CONFIDENTIAL**",2,2,
4,"5245-001",4,"**CONFIDENTIAL**",16,2,
1,"5279-001",1,"**CONFIDENTIAL**",50,1,
